Year,Authors,Title,Source
2019,"Hariharan, S; Rengarajan, A; Prem Kumar, R",Scrum based scaling using agile method to test software projects and its future solutions using in artificial neural networks,Initial query (2020-04)
2016,"Geng, Jingyao; Li, Zheng; Zhao, Ruilian; Guo, Junxia",Search Based Test Suite Minimization for Fault Detection and Localization: A Co-driven Method,Initial query (2020-04)
2016,"Pradhan, Dipesh; Wang, Shuai; Ali, Shaukat; Yue, Tao",Search-Based Cost-Effective Test Case Selection within a Time Budget: An Empirical Study,Initial query (2020-04)
2016,"Devroey, Xavier; Perrouin, Gilles; Legay, Axel; Schobbens, Pierre Yves P.-Y.; Heymans, Patrick",Search-based similarity-driven behavioural SPL testing,Initial query (2020-04)
2019,"Pradhan, D; Wang, S; Yue, T; Ali, S; Liaaen, M",Search-based test case implantation for testing untested configurations,Initial query (2020-04)
2018,"Castelein, Jeroen; Aniche, Maurício; Soltani, Mozhan; Panichella, Annibale; Van Deursen, Arie",Search-based test data generation for SQL queries,Initial query (2020-04)
2020,"Beyer, Dirk",Second Competition on Software Testing : Test-Comp 2020,Initial query (2020-04)
2020,"Lübke, Daniel",Selecting and Prioritizing Regression Test Suites by Production Usage Risk in Time-Constrained Environments,Initial query (2020-04)
2016,"Wu, C; Gong, D.-W.; Yao, X.-J.",Selection of paths for regression testing based on branch coverage,Initial query (2020-04)
2019,"Melo, Silvana M.; Moura, Felipe M.; Souza, Paulo S.L. L; Souza, Simone R.S. S",SelectT: An infrastructure for selection of concurrent software testing techniques,Initial query (2020-04)
2016,"Kampel, Ludwig; Simos, Dimitris E.",Set-based algorithms for combinatorial test set generation,Initial query (2020-04)
2016,"Palikareva, Hristina; Kuchta, Tomasz; Cadar, Cristian",Shadow of a Doubt: Testing for Divergences between Software Versions,Initial query (2020-04)
2018,"Kuchta, Tomasz; Palikareva, Hristina; Cadar, Cristian",Shadow Symbolic Execution for Testing Software Patches,Initial query (2020-04)
2016,"Tekaya, Manel; Bennani, Mohamed Taha; Ebdelli, Nedra; Ahmed, Samir Ben",SimAutoGen Tool: Test Vector Generation from Large Scale MATLAB/Simulink Models,Initial query (2020-04)
2019,"Yackley, Jeffrey J.; Kessentini, Marouane; Bavota, Gabriele; Alizadeh, Vahid; Maxim, Bruce R.",Simultaneous refactoring and regression testing,Initial query (2020-04)
2017,"Zhang, Qirun; Sun, Chengnian; Su, Zhendong",Skeletal Program Enumeration for Rigorous Compiler Testing,Initial query (2020-04)
2018,"Jalli, A; Subrahmanyam, K",Skill test using fuzzy and neuro systems,Initial query (2020-04)
2017,"Sánchez, Ana B.; Segura, Sergio",SmarTest: A test case prioritization tool for drupal,Initial query (2020-04)
2018,"Zhang, Chengyu; Yan, Yichen; Zhou, Hanru; Yao, Yinbo; Wu, Ke; Su, Ting; Miao, Weikai; Pu, Geguang",Smartunit: Empirical Evaluations for Automated Unit Testing of Embedded Software in Industry,Initial query (2020-04)
2019,"Martinez-Ortiz, Andres-Leonardo; Lizcano, David; Ortega, Miguel",Software Metrics Artifacts Making Web Quality Measurable: AST 2019 Invited Paper,Initial query (2020-04)
2017,"Carlsson, Mats; Gotlieb, Arnaud; Marijan, Dusica",Software product line test suite reduction with constraint optimization,Initial query (2020-04)
2018,"Okumura, Kei; Okamura, Hiroyuki; Dohi, Tadashi",Software Reliability Modeling and Analysis via Kernel-Based Approach,Initial query (2020-04)
2019,"O'Regan, Gerard",Software Test Planning,Initial query (2020-04)
2016,"Afzal, Wasif; Alone, Snehal; Glocksien, Kerstin; Torkar, Richard",Software Test Process Improvement Approaches,Initial query (2020-04)
2016,"Afzal, Wasif; Alone, Snehal; Glocksien, Kerstin; Torkar, Richard",Software test process improvement approaches: A systematic literature review and an industrial case study,Initial query (2020-04)
2019,"Gaur, Akanksha; Arif, Mohammad",Software test suite minimization using ant colony optimization,Initial query (2020-04)
2019,"Scatalon, Lilian Passos; Carver, Jeffrey C.; Garcia, Rogério Eduardo; Barbosa, Ellen Francine; Carver, Jeffrey C.; Barbosa, Ellen Francine; Garcia, Rogério Eduardo; Barbosa, Ellen Francine",Software Testing in Introductory Programming Courses: A Systematic Mapping Study,Initial query (2020-04)
2018,"Roman, Adam",Solutions to Exercises on Test Techniques,Initial query (2020-04)
2018,"Chen, Lingchao; Zhang, Lingming",Speeding up Mutation Testing via Regression Test Selection: An Extensive Study,Initial query (2020-04)
2016,"Micheuz, Peter",Stakeholders and Information Technology in Education,Initial query (2020-04)
2018,"Petrović, Goran; Ivanković, Marko",State of Mutation Testing at Google,Initial query (2020-04)
2016,"Pradhan, Dipesh; Wang, Shuai; Ali, Shaukat; Yue, Tao; Liaaen, Marius",STIPI: Using search to prioritize test cases based on multi-objectives derived from industrial practice,Initial query (2020-04)
2018,"Oliveira, Carlos; Aleti, Aldeida; Grunske, Lars; Smith-miles, Kate",Suite Generation Techniques,Initial query (2020-04)
2019,"Choi, Byoungju; Escalona, Mar$\backslash$'$\backslash$ia-José; Herzig, Kim",Summary of the 14th Edition of the IEEE/ACM Workshop on Automation of Software Test (AST),Initial query (2020-04)
2016,"Hajri, Ines",Supporting Change in Product Lines within the Context of Use Case-Driven Development and Testing,Initial query (2020-04)
2018,"Alsayyari, Manar; Alyahya, Sultan",Supporting Coordination in Crowdsourced Software Testing Services,Initial query (2020-04)
2019,"Al-Refai, Mohammed; Ghosh, Sudipto; Cazzola, Walter",Supporting inheritance hierarchy changes in model-based regression test selection,Initial query (2020-04)
2016,"Salvaneschi, Paolo",System Testing of Repository-Style Software: An Experience Report,Initial query (2020-04)
2017,"Lachmann, Remo; Nieke, Manuel; Seidl, Christoph; Schaefer, Ina; Schulze, Sandro",System-level test case prioritization using machine learning,Initial query (2020-04)
2018,"Koroglu, Yavuz; Sen, Alper",TCM: Test Case Mutation to Improve Crash Detection in Android,Initial query (2020-04)
2020,"Guerrero-Ulloa, Gleiston; Hornos, Miguel J.; Rodríguez-Domínguez, Carlos",TDDM4IoTS: A Test-Driven Development Methodology for Internet of Things (IoT)-Based Systems,Initial query (2020-04)
2019,"Wang, X.-L.; Zeng, H.-W.; Lin, W.-W.",Techniques for Regression Testing in Agile Development Environment [敏捷开发环境中的回归测试优化技术],Initial query (2020-04)
2016,"Wang, Bo; Bai, Xiaoying; Chen, Wenguang; Song, Xiaoyu",Temporal Test Generation for Embedded System Based on Correlation Analysis of Timing Constraints,Initial query (2020-04)
2017,"Tsai, Wei Tek; Qi, Guanqiu",Test algebra execution in a cloud environment,Initial query (2020-04)
2019,"O'Regan, Gerard",Test Case Analysis and Design,Initial query (2020-04)
2019,"Sharma, Mayank Mohan; Agrawal, Akshat; Suresh Kumar, B.",Test case design and test case prioritization using machine learning,Initial query (2020-04)
2016,"Silva, Bruno Cesar F.; Carvalho, Gustavo; Sampaio, Augusto",Test case generation from natural language requirements using CPN simulation,Initial query (2020-04)
2018,"Bardin, Sébastien; Kosmatov, Nikolai; Marre, Bruno; Mentré, David; Williams, Nicky",Test Case Generation with PathCrawler/LTest:How to Automate an Industrial Testing Process,Initial query (2020-04)
2020,"Prado Lima, J A; Vergilio, S R",Test Case Prioritization in Continuous Integration environments: A systematic mapping study,Initial query (2020-04)
2016,"Srikanth, Hema; Cashman, Mikaela; Cohen, Myra B.",Test Case Prioritization of Build Acceptance Tests for an Enterprise Cloud Application,Initial query (2020-04)
2018,"Vedpal; Chauhan, Naresh",Test case prioritization technique for object oriented software using method complexity,Initial query (2020-04)
2018,"Ouriques, João Felipe S.; Cartaxo, Emanuela G.; Machado, Patrícia D.L.",Test case prioritization techniques for model-based testing: a replicated study,Initial query (2020-04)
2017,"Kumar, Satendra; Rajkumar",Test case prioritization techniques for software product line: A survey,Initial query (2020-04)
2016,"Laali, Mohsen; Liu, Huai; Manilton, Margaret; Spichkova, Maria; Schmidt, Heinz W",Test Case Prioritization Using Online Fault Detection Information,Initial query (2020-04)
2007,"Haghighatkhah, Alireza; Mäntylä, Mika; Oivo, Markku; Kuvaja, Pasi",Test Case Prioritization Using Test Similarities,Initial query (2020-04)
2016,"Saifan, Ahmad A.; Alsukhni, Emad; Alawneh, Hanadi; Sbaih, Ayat AL",Test Case Reduction Using Data Mining Technique,Initial query (2020-04)
2017,"Blondeau, Vincent; Etien, Anne; Anquetil, Nicolas; Cresson, Sylvain; Croisy, Pascal; Ducasse, Stéphane",Test case selection in industry: an analysis of issues related to static approaches,Initial query (2020-04)
2018,"chao Wang, Ke; tian Wang, Tian; hong Su, Xiao",Test case selection using multi-criteria optimization for effective fault localization,Initial query (2020-04)
2019,"Banias, O",Test case selection-prioritization approach based on memoization dynamic programming algorithm,Initial query (2020-04)
2017,"Alarcon, Paulo Nolberto dos Santos; Júnior, Valdivino Alexandre de Santiago",Test Case/Step Minimization for Visual Programming Language Models and Its Application to Space Systems,Initial query (2020-04)
2019,"Martin-Lopez, Alberto; Segura, Sergio; Ruiz-Cortés, Antonio",Test Coverage Criteria for RESTful Web APIs,Initial query (2020-04)
2019,"Martin-Lopez, Alberto; Segura, Sergio; Ruiz-Cortés, Antonio",Test coverage criteria for RESTfulWeb APIs,Initial query (2020-04)
2016,"Wang, Weiwei; Zhao, Ruilian; Shang, Ying; Lui, Yong",Test Data Generation Efficiency Prediction Model for EFSM Based on MGGP,Initial query (2020-04)
2018,"López, Jorge; Kushik, Natalia; Berriri, Asma; Yevtushenko, Nina; Zeghlache, Djamal",Test derivation for SDN-enabled switches: A logic circuit based approach,Initial query (2020-04)
2017,"Nolan, Godfrey",Test Driven Development,Initial query (2020-04)
2019,"O'Regan, Gerard",Test Execution and Management,Initial query (2020-04)
2018,"Julliand, J.; Kouchnarenko, O.; Masson, P. A.; Voiron, G.",Test Generation from Event System Abstractions to Cover Their States and Transitions,Initial query (2020-04)
2019,"O'Regan, Gerard",Test Metrics and Problem-Solving,Initial query (2020-04)
2019,"Li, Zheng; Wu, Yonghao; Wang, Haifeng; Liu, Yong",Test Oracle Prediction for Mutation Based Fault Localization,Initial query (2020-04)
2000,"O'Reagan, Gerard",Test process improvement,Initial query (2020-04)
2018,"Zhu, Yuecai; Shihab, Emad; Rigby, Peter C.",Test re-prioritization in continuous testing environments,Initial query (2020-04)
2019,"Winkler, D; Meixner, K; Lehner, D; Biffl, S",Test Reporting at a Large-Scale Austrian Logistics Organization: Lessons Learned and Improvement,Initial query (2020-04)
2016,"Fang, L; Li, G",Test Selection with Equivalence Clab Partitioning,Initial query (2020-04)
2016,"Blondeau, Vincent; Anquetil, Nicolas; Ducasse, Stéphane; Cresson, Sylvain; Croisy, Pascal",Test Selection with Moose In Industry: Impact of Granularity,Initial query (2020-04)
2016,"Feldt, Robert; Poulding, Simon; Clark, David; Yoo, Shin",Test Set Diameter: Quantifying the Diversity of Sets of Test Cases,Initial query (2020-04)
2019,"Goyal, A; Shyamasundar, R K; Jetley, R; Mohan, D; Ramaswamy, S",Test suite minimization of evolving software systems: A case study,Initial query (2020-04)
2018,"Reichstaller, André; Eberhardinger, Benedikt; Ponsar, Hella; Knapp, Alexander; Reif, Wolfgang",Test Suite Reduction for Self-Organizing Systems: A Mutation-Based Approach,Initial query (2020-04)
,"Osterhage, W W",Test-Automatisation,Initial query (2020-04)
2019,"Tran, Huynh Khan Vi; bin Ali, Nauman; Börstler, Jürgen; Unterkalmsteiner, Michael",Test-Case Quality – Understanding Practitioners' Perspectives,Initial query (2020-04)
2016,"Ravichandran, Aruna; Taylor, Kieran; Waterhouse, Peter",Test: Continuously Championing Quality,Initial query (2020-04)
2019,"Aragão, Bruno S.; Andrade, Rossana M.C.; Santos, Ismayle S.; Castro, Rute N.S.; Lelli, Valéria; Darin, Ticianne G.R.",TestDCat: Catalog of Test Debt Subtypes and Management Activities,Initial query (2020-04)
2016,"Lima, B; Faria, J P",Testing distributed and heterogeneous systems: State of the practice,Initial query (2020-04)
2016,"Herbert, Juliana; Nane, Silvia",Testing within constraints: A practical approach,Initial query (2020-04)
2018,"Tariq, Iqra; Maqsood, Talal Bin; Hayat, Baber; Hameed, Khizar; Nasir, Mobashirah; Jahangir, Maham",The comprehensive study on software reliability,Initial query (2020-04)
2016,"Saeed, Aneesa; Ab Hamid, Siti Hafizah; Mustafa, Mumtaz Begum",The Experimental Applications of Search-Based Techniques for Model-Based Testing,Initial query (2020-04)
2016,"Saeed, Aneesa; Ab Hamid, Siti Hafizah; Mustafa, Mumtaz Begum",The experimental applications of search-based techniques for model-based testing: Taxonomy and systematic literature review,Initial query (2020-04)
2016,"Kirkland, Larry V.",The practical aspects of TPS resource data discovery,Initial query (2020-04)
2019,"Leite, Walter L.; Cetin-Berber, Dee D.; Huggins-Manley, Anne C.; Collier, Zachary K.; Beal, Carole R.",The relationship between Algebra Nation usage and high-stakes test performance for struggling students,Initial query (2020-04)
2019,"Palomba, F; Zaidman, A",The smell of fear: on the relation between test smells and flaky tests,Initial query (2020-04)
2017,"Rott, Jakob; Niedermayr, Rainer; Juergens, Elmar; Pagano, Dennis",Ticket Coverage: Putting Test Coverage into Context,Initial query (2020-04)
2017,"Marijan, Dusica; Liaaen, Marius; Gotlieb, Arnaud; Sen, Sagar; Ieva, Carlo",TITAN: Test Suite Optimization for Highly Configurable Software,Initial query (2020-04)
2019,"Kamangar, Zainab Umair; Kamangar, Umair Ayaz; Ali, Qasim; Farah, Isma; Nizamani, Shahzad; Ali, Tauha Hussain",To enhance effectiveness of crowdsource software testing by applying personality types,Initial query (2020-04)
2017,"Ramler, R; Salomon, C; Buchgeher, G; Lusser, M",Tool support for change-based regression testing: An industry experience report,Initial query (2020-04)
2017,"Dias-Neto, Arilo Claudio; Matalonga, Santiago; Solari, Martín; Robiolo, Gabriela; Travassos, Guilherme Horta",Toward the characterization of software testing practices in South America: looking at Brazil and Uruguay,Initial query (2020-04)
2019,"Yang, Jinqiu; Tan, Lin; Peyton, John; A Duer, Kristofer",Towards Better Utilizing Static Application Security Testing,Initial query (2020-04)
2016,"Jääskeläinen, Antti",Towards model construction based on test cases and GUI extraction,Initial query (2020-04)
2016,"Lee, Zhuo Qi; Fan, Rui; Hsu, Wen-Jing",Towards Real-Time Automated Stowage Planning - Optimizing Constraint Test Ordering,Initial query (2020-04)
2018,"Wang, Kaiyuan; Zhu, Chenguang; Celik, Ahmet; Kim, Jongwook; Batory, Don; Gligoric, Milos",Towards refactoring-aware regression test selection,Initial query (2020-04)
2016,"Vöst, Sebastian; Wagner, Stefan",Trace-based test selection to support continuous integration in the automotive industry,Initial query (2020-04)
2016,"Ruohonen, Jukka; Hyrynsalmi, Sami; Leppänen, Ville",Trading exploits online: A preliminary case study,Initial query (2020-04)
2018,"Akin, Abdurrahman; Senturk, Serafettin; Garousi, Vahid",Transitioning from Manual to Automated Software Regression Testing: Experience from the Banking Domain,Initial query (2020-04)
